PG.ProteinGroups	PG.Organisms	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] 01	[2] 02	[3] 03	[4] 04	[5] 05	[6] 06	[7] 07	[8] 08	[9] 09	[10] 10	[11] 11	[12] 12	[13] 13	[14] 14	[15] 15	[16] 16	[17] 17	[18] 18	[19] 19	[20] 20	[21] 21	[22] 22	[23] 23	[24] 24	[25] 25	[26] 26	[27] 27	[28] 28	[29] 29	[30] 30	[31] 31	[32] 32	[33] 33	[34] 34	[35] 35
>KFV90087.1;>XP_009571092.1	Unknown	Microtubule-associated protein RP/EB family member 1;PREDICTED: microtubule-associated protein RP/EB family member 1 isoform X1	2	3680.171631	459.9733276	153.0280304	1616.894775	911.6898804	NaN	1300.489746	1193.375732	1098.549561	1738.642456	2261.313477	3871.123047	3042.891846	3803.032959	2993.044678	1850.813965	894.7581177	930.2935791	39.64850616	616.9674683	2071.766357	2870.557861	296.9915771	NaN	2382.845215	554.8792114	NaN	704.9869385	995.6444092	1570.623901	NaN	495.3399048	823.2144165	NaN	NaN
>KFV90226.1;>XP_009571478.1	Unknown	"hypothetical protein N327_10279, partial;PREDICTED: complement component 1 Q subcomponent-binding protein, mitochondrial, partial"	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.132938147	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	281.578949	1.2093364	NaN	NaN	492.742981	2.080126286	0.888991356	93.45042419	NaN	NaN	NaN	0.939284503	NaN	NaN	NaN
>KFV90283.1;>XP_009571565.1	Unknown	"Aldose reductase, partial;PREDICTED: aldose reductase-like, partial"	11	7716.272949	2998.240723	1777.129272	2546.152832	2688.645752	6139.555176	5969.632324	3398.87085	3182.690186	4886.257324	4494.240234	7013.901855	5124.76709	4906.843262	2666.748291	3641.820068	6456.065918	3100.203369	4083.019775	3320.900635	2253.591553	4248.526855	3900.043701	1289.523682	4434.600098	5304.507813	1848.620483	4054.027832	7720.570313	3186.032715	1751.35083	1379.360352	3566.717773	1164.629028	6.77088213
>KFV90306.1;>XP_009571618.1	Unknown	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2, 3-sialyltransferase 1, partial;PREDICTED: CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1"	4	5761.900391	8800.605469	3670.001953	4654.52832	5965.244629	15178.64551	5237.510742	7318.650391	9663.505859	6906.79248	8003.503418	5839.899902	5017.224609	3498.293701	3983.179443	3453.277588	5775.450684	3927.200684	7453.018066	6461.537598	3139.649414	3593.311035	3660.230469	5056.772461	3521.237793	3589.463135	4442.452148	5360.473145	2594.36377	3852.69165	3834.406494	2343.574951	5822.750488	2230.328613	685.5844727
>KFV90328.1;>XP_009571678.1;>XP_009571679.1	Unknown	"hypothetical protein N327_01310, partial;PREDICTED: keratin, type I cytoskeletal 12-like isoform X1;PREDICTED: keratin, type I cytoskeletal 12-like isoform X2"	4	13580.95508	15750.70605	25879.14453	21912.80469	52703.69141	103866.2109	26815.17383	25595.92383	11079.84082	62280.39453	46604.23438	9346.261719	45792.83984	44281.16797	21213.41406	12059.23828	34755.48438	22119.87695	19522.19531	25509.16211	7674.992188	12054.76172	20225.65234	19018.23438	13756.8623	18443.96094	7426.01416	14396.13574	29482.2207	19485.5293	480373.6563	9811.19043	47033.96875	7373.771973	6095.766113
>KFV90331.1;>XP_009571681.1	Unknown	"Keratin, type I cytoskeletal 15;PREDICTED: keratin, type I cytoskeletal 15-like"	3	3280.393799	5486.38623	8419.37793	NaN	15296.89941	4067.506104	314.4598389	8174.192871	NaN	6432.274902	8336.137695	NaN	3401.216309	3041.126465	NaN	3084.051758	3507.63208	4264.978516	6163.702637	12152.13867	NaN	NaN	10980.65918	NaN	4918.670898	11204.82715	9222.779297	16247.78125	5904.841309	9229.712891	272079.4063	22504.07227	14736.98633	20226.57813	NaN
>KFV90332.1;>XP_009571683.1	Unknown	"Keratin, type I cytoskeletal 19, partial;PREDICTED: keratin, type I cytoskeletal 19"	3	7399.720703	12800.58789	13106.7373	5728.97168	32316.99805	29251.46289	11263.38379	11987.62109	3500.37085	15984.40137	70811.92188	3287.776367	21893.76953	17659.55078	7379.503906	5879.342773	29410.06055	8167.480957	3655.938232	3248.237061	7914.540527	2903.14917	4636.236328	4996.154297	4984.89502	7360.394043	185.569519	2855.093018	6161.489258	1299.44751	30534.72266	1417.801392	4218.099609	2028.207275	4321.441406
>KFV90378.1;>XP_009571842.1	Unknown	Guanine nucleotide-binding protein subunit beta-4;PREDICTED: guanine nucleotide-binding protein subunit beta-4 isoform X1	2	515.0645752	378.7654419	1043.729004	2314.19165	1009.481628	5592.846191	1711.109131	793.1989746	1537.80188	1619.383911	680.9182129	2123.092773	892.9023438	581.6827393	2195.532227	598.4793091	328.7093811	363.1832581	1738.04187	1323.00647	441.6997681	2.12466073	1502.337646	941.6303711	1399.283569	2069.841064	1126.665649	2062.394043	1057.045044	533.854126	6.886009216	1104.927124	566.7729492	1077.04541	2.794383287
>KFV90402.1;>XP_009571897.1	Unknown	"Sorbitol dehydrogenase, partial;PREDICTED: sorbitol dehydrogenase, partial"	2	NaN	NaN	NaN	NaN	NaN	0.988909364	1	NaN	NaN	NaN	NaN	NaN	692.7404785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.5108217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
>KFV90425.1;>XP_009571945.1	Unknown	"Leukocyte cell-derived chemotaxin 1, partial;PREDICTED: leukocyte cell-derived chemotaxin 1, partial"	1	9134.079102	12995.91797	5536.520996	10174.71484	13011.56445	33808.19141	3645.599609	11684.68555	19112.30078	4182.758301	12560.96973	4087.272217	1739.070068	5170.986816	7467.397949	NaN	17855.55664	7844.25293	19703.94141	12253.99414	8895.544922	6728.373047	4178.868652	9616.520508	6734.996582	14870.66309	12471.33887	14214.07227	5886.039063	18838.36719	15192.41602	10575.24414	3863.335693	11679.51758	9336.154297
>KFV90459.1;>XP_009571977.1	Unknown	"Peptidyl-prolyl cis-trans isomerase FKBP4, partial;PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP4"	3	11730.9375	2864.255371	5617.153809	8986.875977	4789.425293	23898.91016	22476.31055	4291.348633	2692.140381	12744.55957	7655.17041	11062.18262	16313.44629	12297.53223	8409.256836	10281.49609	15144.01074	9409.983398	6519.231934	8121.635742	11635.01172	13636.9502	14115.72852	NaN	9965.148438	13029.60645	8787.795898	10899.89648	11459.6416	10767.22559	7688.03418	13755.85645	11522.375	6694.510742	7425.339355
>KFV90584.1;>XP_009572303.1	Unknown	"Mitogen-activated protein kinase 14, partial;PREDICTED: mitogen-activated protein kinase 14, partial"	2	3206.170166	1857.506104	1880.20752	2403.620605	1376.880859	3061.983887	2300.734863	1734.658569	1892.199951	1858.805908	1628.657227	2587.234375	2114.921387	1991.026489	1873.655273	1450.81189	1720.047607	1651.143555	1136.148804	2079.839355	1315.049438	1307.628174	1706.478638	928.0661621	1919.87207	2497.808105	987.6135254	1566.758911	2707.134033	1969.043701	NaN	777.1776733	1429.977295	NaN	248.0178223
>KFV90587.1;>XP_009572310.1	Unknown	"Selenium-binding protein 1-A, partial;PREDICTED: selenium-binding protein 1"	10	7776.237793	5074.438477	1243.889771	4373.88623	1168.24646	4568.059082	10373.00684	2641.681641	690.2213745	5929.551758	4463.635254	8355.964844	19190.83203	16444.13281	2940.841309	7062.633789	12162.4668	5431.86377	8485.701172	6256.266113	1632.263794	2094.138184	5712.694824	201.278244	3983.126709	4433.247559	1592.686768	4736.085938	13829.2627	7012.293945	2683.257324	1919.746582	12439.05273	774.4899902	385.407135
>KFV90606.1;>XP_009572352.1	Unknown	"Plasminogen, partial;PREDICTED: plasminogen-like, partial"	11	22717.32813	28085.04102	30680.23242	36870.46875	33793.21094	30972.30273	17859.58398	23850.45313	30511.66406	44944.4375	20925.63281	24771.9082	27349.10156	23855.35742	25534.58984	24709.16797	25439.11719	31928.38867	34885.63281	24409.9043	40985.9375	30519.57031	21359.39063	28501.30859	26199.46875	21698.64258	31086.6875	27392.17578	17116.83203	28594.4375	31702.5	21814.12891	23621.10742	45655.64063	24245.46094
>KFV90761.1;>KFV98449.1;>KFW00227.1;>XP_009585325.1	Unknown	"Ras-related protein Rab-11B, partial;Ras-related protein Rab-11A, partial;Ras-related protein Rab-11A, partial;PREDICTED: ras-related protein Rab-11A-like"	2	10676.10547	2786.755615	906.0240479	5747.995117	12493.80176	11086.48047	11557.58691	7900.333008	10966.01074	NaN	4452.341309	10567.92969	8070.814941	8680.445313	10455.05664	5514.383301	11169.56543	9088.962891	3130.974121	2562.955811	NaN	49.31229401	4178.885254	12187.14746	6761.17334	23.7465229	15674.70313	2769.157471	5519.17627	3916.527588	NaN	4341.250488	3348.852783	2074.597656	NaN
>KFV90775.1;>XP_009572754.1	Unknown	"Triosephosphate isomerase, partial;PREDICTED: triosephosphate isomerase, partial"	9	16146.83301	7953.030273	6089.842285	10393.36914	8919.362305	29594.91211	19264.16016	12698.85449	9634.811523	17297.33789	13978.54102	13716.16797	21236.73438	16097.97656	8928.683594	11755.55859	19961.04492	9893.023438	16903.36328	12361.53613	9038.371094	14474.87598	15251.875	4278.988281	13939.2334	19211.2832	6938.105469	12756.9502	19728.8457	14381.93359	9121.676758	9170.480469	11933.12891	6998.574219	3474.618896
>KFV90853.1;>XP_009572875.1	Unknown	Protein DJ-1;PREDICTED: protein DJ-1	6	1560.768799	1469.804443	1266.670288	589.1732178	739.9760742	3333.607666	1881.86438	1397.537476	1554.013428	457.4852905	916.5554199	1533.266479	2099.374756	1384.223511	587.6978149	1189.695801	3030.195068	595.6287842	1386.098511	384.9047852	977.4884033	574.2251587	858.3219604	417.8727417	746.5980225	465.7821045	164.3413086	1053.580933	1818.417358	872.3396606	1547.595337	685.7129517	1400.120972	502.8330994	10.17832565
>KFV90885.1;>XP_009572953.1	Unknown	"Lamin-B2, partial;PREDICTED: lamin-B2"	3	5128.335938	3.367326975	NaN	403.0437317	4.686290741	NaN	NaN	NaN	NaN	NaN	NaN	6126.843262	NaN	177.1970367	5348.155762	NaN	624.3266602	NaN	NaN	NaN	7.994731903	2105.757568	NaN	NaN	2525.518555	3161.479004	601.505249	NaN	1259.535645	NaN	NaN	2137.684326	NaN	NaN	NaN
>KFV90924.1;>XP_009573059.1	Unknown	"Riboflavin-binding protein;PREDICTED: riboflavin-binding protein {ECO:0000303|PubMed:19416692, ECO:0000312|EMBL:BAH22358.1}"	1	9654.384766	9076.723633	9859.40918	11710.87988	19713.57617	18281.51172	9381.74707	15219.00684	4222.111816	23487.14258	13629.92578	3862.515381	12630.41016	13822.43848	9541.25	14400.17676	11381.99023	27940.3457	12818.51074	8473.485352	32503.45117	25107.32422	5039.070801	10287.23145	5542.387207	8413.289063	17134.75391	8400.567383	5247.760254	12939.63574	25130.19336	19157.375	2758.052246	47871.22656	35466.91406
>KFV90975.1;>XP_009573178.1	Unknown	"Alcohol dehydrogenase class-3, partial;PREDICTED: LOW QUALITY PROTEIN: alcohol dehydrogenase class-3-like, partial"	5	2124.311523	620.9266357	767.2281494	1694.239746	109.2062531	1553.534912	2018.23999	627.0620728	1174.669922	1594.598877	1231.844971	1702.596558	4405.36084	1792.316528	650.0467529	1738.391235	5089.467773	721.7411499	1742.895874	883.5379639	799.5935669	443.6975708	1736.700562	120.3314743	1307.571289	1582.030151	436.5787354	1053.749268	2925.164795	1465.369629	645.8179932	314.8126526	1091.933105	559.4470215	1281.25415
>KFV91010.1;>XP_009573247.1	Unknown	"putative carboxypeptidase PM20D1, partial;PREDICTED: probable carboxypeptidase PM20D1"	1	56649.5	8846.114258	11692.79199	54222.78516	21833.03906	9387.379883	25809.5625	13647.08398	16531.42188	10844.80371	19575.36914	32190.41406	11563.0293	9084.492188	13266.25195	7293.05957	29484.98633	6733.223145	6492.596191	5936.20459	27076.54883	10841.21973	13773.1084	8373.375	6219.685059	11455.31934	6533.866211	9533.793945	13336.50391	4845.729004	9940.916992	8274.707031	18546.69531	1225.627319	6795.95166
>KFV91020.1;>XP_009573261.1	Unknown	"Proteasome subunit beta type-2, partial;PREDICTED: proteasome subunit beta type-2"	4	20050.4043	1375667.75	2997.929932	16022.29297	10659.46387	8542.124023	15124.29785	6878.302246	19615.4043	30812.20898	18357.66406	16696.15625	15901.12793	13438.69043	53699.08984	9846.793945	19164.30859	NaN	25875.89844	9251.973633	52310.24219	18803.23438	10230.47559	13226.26953	22397.99414	51084.68359	NaN	16713.82813	27641.90234	22440.47461	NaN	16932.66406	29434.69727	NaN	NaN
>KFV91059.1;>XP_009573302.1	Unknown	"F-actin-capping protein subunit alpha-2, partial;PREDICTED: LOW QUALITY PROTEIN: F-actin-capping protein subunit alpha-2-like"	2	3489.935547	2871.309082	1444.880493	4650.312988	1175.050537	1833.368896	5468.774414	4130.887207	812.1238403	2304.893311	4610.748535	3430.249512	7997.516602	6573.51416	3889.763916	3422.749023	3228.316895	4362.320801	1688.888794	2263.05835	2619.420654	8245.363281	4002.825928	1486.27771	9329.289063	1235.78418	1615.86499	3646.397461	7567.220703	5801.198242	2044.390381	3185.362305	3086.02002	377.9414063	563.4979858
>KFV91102.1	Unknown	"hypothetical protein N327_07227, partial"	2	3206.861816	648.0090332	1961.627808	818.0786133	610.6904907	1510.955322	1854.667236	412.3596802	290.7702942	1509.936279	468.6125488	1442.646606	923.6472168	2905.506104	1225.635254	1243.007446	3159.303711	729.5786133	1390.17627	878.5177002	NaN	611.1907349	199.2537689	NaN	1295.881348	418.7454529	2.282602072	2131.299561	2447.47998	1820.345581	442.219696	509.171051	NaN	NaN	NaN
>KFV91113.1;>XP_009573394.1	Unknown	"hypothetical protein N327_00580, partial;PREDICTED: thioredoxin-dependent peroxide reductase, mitochondrial, partial"	2	5731.082031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	663.3500366	NaN	1342.621948	1250.018799	NaN	1609.706665	3541.488037	NaN	NaN	NaN	1459.498413	NaN	2380.793457	NaN	6648.078125	NaN	NaN	3024.685303	1616.446045	2297.239502	2067.209961	NaN	NaN	NaN	NaN
>KFV91124.1;>XP_009573423.1	Unknown	"hypothetical protein N327_13084, partial;PREDICTED: collagen alpha-2(I) chain"	12	39168.76563	34367.47266	51850.27344	25430.79102	57300.83594	18263.99414	42348.37109	58592.74609	56281.53906	57375.72266	45136.33984	32073.28711	31770.86914	33704.82422	46243.99609	30063.38477	18128.26953	30901.32422	40089.9375	63734.76172	62236.83203	29715.44727	38466.71484	31798.20117	56127.17578	11939.47266	33255.17188	52654.87109	24993.23438	34298.01563	66852.375	35592.79688	39225.37891	66562.26563	57575.67188
>KFV91179.1;>XP_009573532.1	Unknown	"Neural cell adhesion molecule 1, partial;PREDICTED: neural cell adhesion molecule 1"	12	18303.66602	32766.69531	21299.0918	16581.55469	27232.96094	23341.59961	21171.87695	34525.02344	40516.25781	27204.83594	25522.75586	21205.16406	14853.50195	15522.70508	21331.1543	15552.01855	20839.74609	17955.85547	22754.01953	19934.48828	20849.71484	22071.47656	21146.82813	28482.98633	21340.72461	20768.0293	25652.8457	19395.93164	13265.43164	15279.77246	29150.33008	22641.29883	20261.86328	29927.24609	25738.58008
>KFV91197.1;>XP_009573605.1	Unknown	"Carbonic anhydrase 3, partial;PREDICTED: carbonic anhydrase 3"	2	1307.198608	NaN	630.6967163	662.0651855	2321.636963	5253.875977	1216.985352	762.739502	NaN	1802.365356	1626.310059	514.8640137	NaN	NaN	573.7362671	NaN	NaN	NaN	305.4195557	1030.086792	1.68576622	NaN	270.9500732	414.1484985	NaN	553.0684204	NaN	NaN	360.0637207	NaN	NaN	383.6517334	NaN	363.9519043	NaN
>KFV91205.1;>XP_009573619.1	Unknown	Twisted gastrulation protein 1;PREDICTED: twisted gastrulation protein homolog 1	1	2923.337891	NaN	3397.219971	4711.510742	947.6307373	3557.823486	2764.864014	3170.540527	3960.60083	1813.4729	2746.092773	1577.629028	1983.595581	2141.008789	2614.880127	2102.70874	2665.135254	1894.905151	2568.427002	4234.452637	4796.113281	NaN	3729.440918	1776.541382	2418.822998	3925.214111	1970.350708	2560.711182	2094.410889	2226.785889	3197.796631	2181.185059	3707.614746	2322.611816	2571.826904
>KFV91223.1	Unknown	"Endoplasmin, partial"	11	6623.160645	6395.196289	7057.413086	9740.412109	8751.865234	5860.336426	8047.597168	10558.27832	2050.995361	7594.116699	9806.282227	8209.787109	9786.302734	9135.765625	11085.7832	9768.09082	8569.830078	10887.10742	7825.447754	7426.012207	6018.359375	7422.611816	8167.362305	4136.520508	21134.01758	13898.10645	7325.141602	8886.888672	11643.42773	9723.418945	8772.852539	8115.966309	6456.791016	8242.919922	9067.841797
>KFV91381.1;>XP_009573983.1	Unknown	"Cystatin-B, partial;PREDICTED: cystatin-B, partial"	2	11518.11328	6463.974121	6202.336426	7674.904785	7220.751465	11352.3916	11107.71289	8940.032227	10815.5791	9302.818359	8081.359375	9543.922852	8692.995117	6711.398438	6749.655273	8451.766602	14115.53125	7892.185059	9385.508789	9169.259766	8121.305176	8388.796875	7286.380859	4425.060059	10416.99512	11207.07813	8328.964844	7256.093262	11744.5166	5052.991211	3937.465088	5322.556152	9749.443359	4295.786133	5537.469727
>KFV91385.1;>XP_009573991.1	Unknown	"T-complex protein 1 subunit zeta, partial;PREDICTED: T-complex protein 1 subunit zeta, partial"	2	753.59729	NaN	NaN	400.2597351	NaN	NaN	NaN	NaN	NaN	NaN	90.63774109	325.6341248	NaN	NaN	NaN	NaN	73.02885437	125.3199692	NaN	1.437659502	158.9668732	635.7554321	288.0432434	NaN	36.79745483	NaN	NaN	100.5776291	127.426796	66.32540894	NaN	NaN	179.9314728	NaN	NaN
>KFV91468.1;>XP_009574210.1	Unknown	Collectin-10;PREDICTED: collectin-10	2	4564.186035	3176.00708	3199.597168	4886.463867	2671.794434	6418.004883	3318.484863	3236.80835	5177.789063	1798	5414.483887	5193.299316	3189.103027	1955.090698	4150.479492	2500.059814	2822.525635	5625.621582	3746.105957	1823.153931	3703.435547	3227.532959	2262.686768	3477.334717	1464.647949	1471.490601	1902.820068	2447.811035	3559.8479	2737.150635	2382.236572	1478.94165	2958.475098	1173.059082	1973.211914
>KFV91498.1;>XP_009574243.1	Unknown	"Retinol-binding protein 5, partial;PREDICTED: retinol-binding protein 5"	2	NaN	NaN	NaN	NaN	NaN	2781.318359	7053.644043	NaN	NaN	2636.525635	2270.827881	3538.486084	2073.557861	2246.540283	NaN	21.92397308	1253.125732	NaN	5581.562988	1570.268799	NaN	NaN	814.8684692	NaN	NaN	NaN	NaN	1057.255737	5233.586914	996.1885986	NaN	NaN	2076.574707	NaN	NaN
>KFV91571.1;>XP_009574450.1	Unknown	"Alpha-mannosidase 2C1, partial;PREDICTED: alpha-mannosidase 2C1, partial"	3	2204.303223	NaN	1183.240234	947.3955688	NaN	2447.703369	1580.372925	874.9800415	823.526123	826.1879883	1416.725586	1031.026611	1182.785645	823.1809692	NaN	1021.127197	NaN	1180.833984	NaN	1416.457642	NaN	NaN	1079.433838	1162.215576	1053.065674	1188.684448	533.605957	1321.316528	1347.759521	806.9276733	NaN	740.9350586	NaN	428.377655	NaN
>KFV91630.1;>XP_009574630.1	Unknown	"Calmodulin, partial;PREDICTED: calmodulin-alpha-like, partial"	2	13550.41699	18981.85742	8270.168945	44530.40234	17078.23242	44114.54297	34490.28516	23562.47656	16217.59766	19108.63086	10011.77441	13218.3916	16114.28613	11667.59375	7238.637695	13450.44336	21869.89648	9083.191406	29522.26953	20447.08789	14075.06934	9883.633789	16623.14844	8862.650391	20362.00195	37441.76172	8987.646484	11936.31543	17275.9375	14301.36426	13556.79883	6144.104492	13386.20117	19214.81445	11358.95703
>KFV91639.1;>XP_009574646.1;>XP_009584901.1	Unknown	"putative ATP-dependent RNA helicase DDX5, partial;PREDICTED: probable ATP-dependent RNA helicase DDX5, partial;PREDICTED: probable ATP-dependent RNA helicase DDX17, partial"	1	3614.474854	NaN	1129.073608	5945.46582	NaN	NaN	5330.32959	NaN	NaN	NaN	2569.008545	NaN	1918.202881	2319.427002	3414.168945	3225.331055	2403.575928	NaN	NaN	2682.219971	2395.92334	6325.3125	2548.408203	NaN	4589.310059	NaN	NaN	3215.307861	4246.979004	3317.619141	NaN	1401.733887	2396.33252	1529.352295	NaN
>KFV91647.1;>XP_009574666.1	Unknown	"Matrilin-3, partial;PREDICTED: matrilin-3, partial"	3	2767.468018	1646.834717	3226.674316	509.5570068	1191.06665	1480.190918	3762.522217	1672.473511	2001.160767	843.1409302	1821.710815	1889.588745	1636.109253	1218.444458	2327.82251	1110.331787	1504.856812	1996.328979	1877.729492	1524.099976	1065.157227	1020.844238	831.9688721	1344.003052	2062.067627	1458.447754	789.4954834	1784.236206	1674.145386	842.163147	277.4377441	1245.097534	2644.628174	1814.962402	653.1950073
>KFV91684.1;>XP_009574716.1	Unknown	"Transcription initiation factor TFIID subunit 3, partial;PREDICTED: transcription initiation factor TFIID subunit 3"	1	12807.23828	33653.20313	50912.09375	21701.08398	66192.0625	1164.828735	32051.48438	32782.77344	8853.776367	2001.361816	9750.488281	782.5172119	51595.28516	22344.19727	5732.636719	27355.70703	18773.93359	20430.15039	487.8619385	37388.16797	128651.3516	60605.36719	44797.375	9381.337891	100536.1797	95084.10156	11691.11816	29144.63672	18739.64648	49205.13672	37323.8125	88501.3125	61584.55078	3221.915283	75548.625
>KFV91697.1;>XP_009574733.1	Unknown	Heat shock 70 kDa protein;PREDICTED: heat shock 70 kDa protein	10	16814.06836	7000.705566	3704.162354	8650.683594	6561.377441	6938.742676	8719.085938	5361.431152	4966.533691	5652.054688	6589.190918	9298.831055	5050.04541	4760.941895	4261.353516	3873.154541	4351.692871	4286.083496	3912.156006	4867.416504	8751.370117	8221.160156	5600.864746	2276.908447	7225.675781	5168.135254	2277.786133	7142.333496	7360.711426	5436.111328	4056.095215	4593.124512	9823.936523	1825.616821	2151.496826
